id,nama_file,ukuran_bytes,tanggal_unggah,sumber,konten
BCH-0003906,surat_riset_202401_6057.xlsx,5044523,2024-06-18,ftp-cabang,surat_riset_202401_6057|5044523|data approved total
BCH-0000183,surat_hukum_202409_8869.pdf,175286,2024-02-16,nas-lokal-03,surat_hukum_202409_8869|175286|pending final rekap
DUP-0000071,presentasi_audit_202410_1334.txt,3856829,2023-12-15,nas-lokal-02,presentasi|audit|3856829|data total approved final
BCH-0001139,invoice_riset_202505_7748.json,2066266,2024-08-28,cloud-storage-azure,invoice_riset_202505_7748|2066266|revisi draft total
BCH-0001579,dataset_operasional_202509_4227.jpeg,4479039,2024-12-28,server-arsip-makassar,dataset_operasional_202509_4227|4479039|revisi data arsip
BCH-0003810,kontrak_keuangan_202503_1927.xlsx,4155627,2024-10-14,server-arsip-semarang,kontrak_keuangan_202503_1927|4155627|final rekap revisi
BCH-0003522,backup_manajemen_202501_8947.jpg,4538900,2024-02-28,server-arsip-medan,backup_manajemen_202501_8947|4538900|pending rekap approved
BCH-0003081,presentasi_operasional_202401_9525.xls,43424070,2024-07-11,nas-lokal-04,presentasi_operasional_202401_9525|43424070|arsip final data
BCH-0003686,log_logistik_202409_1024.json,2886396,2024-11-10,cloud-storage-azure,log_logistik_202409_1024|2886396|data revisi periode
BCH-0001856,kontrak_keuangan_202405_0107.xlsx,542364,2024-05-30,ftp-cabang,kontrak_keuangan_202405_0107|542364|pending approved draft
BCH-0001077,presentasi_pemasaran_202501_5233.doc,9927461,2024-09-28,server-arsip-semarang,presentasi_pemasaran_202501_5233|9927461|arsip total revisi
BCH-0001793,memo_hukum_202503_3860.csv,4566909,2024-11-23,cloud-storage-azure,memo_hukum_202503_3860|4566909|draft final revisi
BCH-0003914,surat_audit_202504_8093.doc,2370764,2024-11-10,cloud-storage-azure,surat_audit_202504_8093|2370764|approved total revisi
BCH-0001155,kontrak_audit_202508_5451.xlsx,73370,2024-01-30,ftp-cabang,kontrak_audit_202508_5451|73370|pending arsip periode
BCH-0002310,presentasi_logistik_202404_4842.xml,200912,2024-06-18,ftp-cabang,presentasi_logistik_202404_4842|200912|draft total data
DUP-0000087,memo_teknologi_202407_3080.json,4486262,2022-01-07,nas-lokal-01,memo|teknologi|4486262|data draft rekap
BCH-0004043,memo_pemasaran_202410_9414.txt,49825803,2024-06-06,cloud-storage-azure,memo_pemasaran_202410_9414|49825803|periode pending final
BCH-0001573,presentasi_hukum_202404_3546.jpeg,1167667,2024-09-05,portal-upload-mobile,presentasi_hukum_202404_3546|1167667|approved periode rekap
BCH-0004377,log_audit_202504_7596.jpg,4225258,2024-11-25,portal-upload-mobile,log_audit_202504_7596|4225258|total pending final
BCH-0004194,presentasi_teknologi_202507_5197.jpeg,40581445,2024-07-28,nas-lokal-03,presentasi_teknologi_202507_5197|40581445|revisi draft data
BCH-0000840,surat_riset_202504_4890.jpeg,1534435,2024-02-09,cloud-storage-azure,surat_riset_202504_4890|1534435|revisi periode arsip
BCH-0000412,backup_hukum_202503_9620.docx,261584179,2024-03-20,server-arsip-makassar,backup_hukum_202503_9620|261584179|data arsip periode
BCH-0000959,memo_pemasaran_202501_6442.jpg,202190235,2024-07-08,server-arsip-semarang,memo_pemasaran_202501_6442|202190235|pending data rekap
BCH-0002295,kontrak_pemasaran_202504_6419.xls,3923317,2024-06-01,ftp-cabang,kontrak_pemasaran_202504_6419|3923317|total pending rekap
BCH-0000144,log_riset_202412_5164.zip,8845071,2024-03-23,server-arsip-makassar,log_riset_202412_5164|8845071|draft rekap data
DUP-0000086,memo_manajemen_202409_8065.zip,50117,2024-08-12,cloud-storage-aws,memo|manajemen|50117|data pending file arsip
BCH-0002436,kontrak_pemasaran_202508_6684.xml,2097205,2024-12-28,cloud-storage-azure,kontrak_pemasaran_202508_6684|2097205|data approved rekap
BCH-0000531,presentasi_teknologi_202409_4492.zip,1584761,2024-11-22,nas-lokal-04,presentasi_teknologi_202409_4492|1584761|arsip revisi draft
DUP-0000277,memo_sdm_202203_4820.xlsx,45734313,2022-09-12,ftp-pusat,memo|sdm|45734313|approved periode total rekap final
BCH-0003049,dataset_logistik_202407_3085.png,34241838,2024-06-15,nas-lokal-03,dataset_logistik_202407_3085|34241838|final total periode
BCH-0000249,laporan_keuangan_202505_1043.jpeg,43850834,2024-08-15,ftp-cabang,laporan_keuangan_202505_1043|43850834|periode approved draft
BCH-0001023,laporan_hukum_202501_7752.zip,197921270,2024-01-06,server-arsip-semarang,laporan_hukum_202501_7752|197921270|draft data revisi
BCH-0004380,presentasi_sdm_202408_4380.zip,36596744,2024-02-13,server-arsip-semarang,presentasi_sdm_202408_4380|36596744|draft approved total
DUP-0000248,laporan_manajemen_202307_6866.xml,3450767,2023-03-28,backup-eksternal,laporan|manajemen|3450767|final approved pending
BCH-0003753,backup_operasional_202411_0067.doc,4029832,2024-12-24,server-arsip-makassar,backup_operasional_202411_0067|4029832|arsip approved draft
BCH-0001936,kontrak_logistik_202402_5845.pdf,782102,2024-05-21,nas-lokal-04,kontrak_logistik_202402_5845|782102|rekap arsip revisi
BCH-0000440,log_hukum_202405_1612.doc,823435,2024-12-07,nas-lokal-04,log_hukum_202405_1612|823435|periode rekap approved
BCH-0001366,dataset_operasional_202406_3024.jpg,38115911,2024-10-11,server-arsip-semarang,dataset_operasional_202406_3024|38115911|final data revisi
BCH-0003871,invoice_teknologi_202503_5279.png,3796408,2024-01-21,server-arsip-medan,invoice_teknologi_202503_5279|3796408|draft revisi data
BCH-0002900,backup_pemasaran_202404_5612.json,1480193,2024-09-21,server-arsip-medan,backup_pemasaran_202404_5612|1480193|pending final periode
BCH-0000099,dataset_logistik_202403_1781.docx,441672,2024-01-13,portal-upload-mobile,dataset_logistik_202403_1781|441672|arsip data rekap
BCH-0002462,memo_logistik_202507_4865.pdf,2728188,2024-11-25,nas-lokal-03,memo_logistik_202507_4865|2728188|rekap draft arsip
DUP-0000065,log_sdm_202212_8060.json,290545,2024-09-04,cloud-storage-gcp,log|sdm|290545|approved final dokumen
BCH-0003479,invoice_riset_202403_2658.json,496171,2024-09-17,server-arsip-medan,invoice_riset_202403_2658|496171|final approved rekap
BCH-0004131,surat_teknologi_202409_1732.docx,4799954,2024-04-29,nas-lokal-04,surat_teknologi_202409_1732|4799954|periode rekap final
BCH-0002212,laporan_manajemen_202403_0700.json,3108131,2024-09-11,server-arsip-semarang,laporan_manajemen_202403_0700|3108131|total approved periode
BCH-0000802,memo_audit_202508_2188.txt,3700567,2024-03-06,ftp-cabang,memo_audit_202508_2188|3700567|total draft revisi
BCH-0003164,presentasi_manajemen_202501_6951.xlsx,186278,2024-10-05,nas-lokal-04,presentasi_manajemen_202501_6951|186278|total draft approved
BCH-0000384,laporan_riset_202411_2712.xml,16408429,2024-06-09,nas-lokal-03,laporan_riset_202411_2712|16408429|revisi draft approved
BCH-0003614,invoice_hukum_202509_4095.zip,4855816,2024-06-06,server-arsip-makassar,invoice_hukum_202509_4095|4855816|pending total arsip
DUP-0000309,surat_manajemen_202401_7566.pdf,347466,2023-08-06,server-arsip-surabaya,surat|manajemen|347466|rekap arsip data file
BCH-0001305,invoice_keuangan_202412_3649.jpg,309086,2024-10-11,server-arsip-medan,invoice_keuangan_202412_3649|309086|total arsip draft
BCH-0004477,dataset_manajemen_202511_2193.xlsx,359945,2024-11-09,portal-upload-mobile,dataset_manajemen_202511_2193|359945|pending final revisi
BCH-0003303,backup_manajemen_202510_0890.docx,3017752,2024-01-30,cloud-storage-azure,backup_manajemen_202510_0890|3017752|total rekap periode
BCH-0000045,surat_sdm_202410_6017.pdf,2709342,2024-03-04,portal-upload-mobile,surat_sdm_202410_6017|2709342|final total revisi
BCH-0002320,laporan_logistik_202509_3290.csv,2041419,2024-07-27,nas-lokal-03,laporan_logistik_202509_3290|2041419|rekap draft total
BCH-0000641,laporan_teknologi_202511_0552.jpg,424995,2024-07-13,cloud-storage-azure,laporan_teknologi_202511_0552|424995|arsip final periode
BCH-0000864,log_audit_202503_2243.pdf,935355,2024-06-14,server-arsip-makassar,log_audit_202503_2243|935355|final periode rekap
BCH-0000143,backup_logistik_202507_3171.txt,434297,2024-08-12,ftp-cabang,backup_logistik_202507_3171|434297|draft arsip revisi
BCH-0002079,presentasi_audit_202504_8967.jpeg,284455,2024-04-26,ftp-cabang,presentasi_audit_202504_8967|284455|approved data draft
BCH-0003912,backup_audit_202404_2588.jpeg,281813,2024-03-09,nas-lokal-03,backup_audit_202404_2588|281813|draft arsip periode
DUP-0000051,backup_keuangan_202210_3085.json,352583929,2024-10-05,ftp-pusat,backup|keuangan|352583929|periode pending rekap total
DUP-0000023,presentasi_manajemen_202405_5593.png,35195493,2023-01-19,cloud-storage-aws,presentasi|manajemen|35195493|total dokumen final
BCH-0003525,laporan_sdm_202504_2549.jpg,2311393,2024-06-01,server-arsip-makassar,laporan_sdm_202504_2549|2311393|rekap approved revisi
BCH-0001895,laporan_keuangan_202407_6520.xml,3763405,2024-01-11,nas-lokal-03,laporan_keuangan_202407_6520|3763405|periode final revisi
BCH-0002505,memo_sdm_202404_2860.jpeg,209768,2024-08-27,portal-upload-mobile,memo_sdm_202404_2860|209768|arsip data total
BCH-0000815,surat_audit_202503_4601.docx,88009,2024-04-07,server-arsip-makassar,surat_audit_202503_4601|88009|pending revisi final
BCH-0000250,log_hukum_202502_7588.png,200886,2024-10-04,server-arsip-medan,log_hukum_202502_7588|200886|periode revisi rekap
BCH-0003720,dataset_riset_202402_2494.png,47671,2024-03-19,nas-lokal-03,dataset_riset_202402_2494|47671|revisi data draft
BCH-0002184,backup_manajemen_202402_4046.txt,3641121,2024-07-08,ftp-cabang,backup_manajemen_202402_4046|3641121|total pending final
BCH-0002411,backup_keuangan_202505_7072.xlsx,35806558,2024-09-13,nas-lokal-04,backup_keuangan_202505_7072|35806558|final rekap data
BCH-0002498,memo_teknologi_202411_9316.png,538403,2024-12-02,server-arsip-semarang,memo_teknologi_202411_9316|538403|arsip rekap total
BCH-0001106,gambar_sdm_202404_7365.doc,357327,2024-02-05,nas-lokal-04,gambar_sdm_202404_7365|357327|pending draft final
BCH-0000737,memo_audit_202411_1628.rar,767350,2024-01-25,server-arsip-semarang,memo_audit_202411_1628|767350|pending rekap periode
BCH-0001839,surat_operasional_202501_5049.csv,24291530,2024-05-04,server-arsip-semarang,surat_operasional_202501_5049|24291530|data final draft
BCH-0002939,invoice_keuangan_202502_3643.pdf,1479962,2024-03-22,portal-upload-mobile,invoice_keuangan_202502_3643|1479962|draft approved total
BCH-0001142,gambar_hukum_202507_8132.doc,47444603,2024-01-26,nas-lokal-03,gambar_hukum_202507_8132|47444603|pending draft data
BCH-0003397,kontrak_operasional_202501_7131.xml,313694,2024-02-13,server-arsip-medan,kontrak_operasional_202501_7131|313694|rekap draft total
BCH-0004030,kontrak_sdm_202512_3763.jpg,2278972,2024-03-14,server-arsip-medan,kontrak_sdm_202512_3763|2278972|revisi pending rekap
BCH-0000126,backup_logistik_202501_1606.json,47192774,2024-05-17,nas-lokal-03,backup_logistik_202501_1606|47192774|data revisi final
BCH-0001409,surat_operasional_202501_8528.png,349329,2024-06-27,cloud-storage-azure,surat_operasional_202501_8528|349329|arsip total revisi
BCH-0002744,laporan_keuangan_202511_5977.txt,153952,2024-09-20,nas-lokal-04,laporan_keuangan_202511_5977|153952|data arsip revisi
BCH-0000458,presentasi_manajemen_202511_7789.xlsx,36663982,2024-09-30,server-arsip-makassar,presentasi_manajemen_202511_7789|36663982|arsip rekap pending
BCH-0003575,presentasi_teknologi_202509_6658.docx,264444,2024-10-27,server-arsip-medan,presentasi_teknologi_202509_6658|264444|final periode pending
BCH-0003971,backup_manajemen_202505_1885.xml,439811,2024-07-20,server-arsip-makassar,backup_manajemen_202505_1885|439811|total periode revisi
BCH-0000342,laporan_keuangan_202409_3834.zip,3244931,2024-01-20,portal-upload-mobile,laporan_keuangan_202409_3834|3244931|rekap approved revisi
BCH-0000056,surat_teknologi_202505_0702.json,468689,2024-02-04,server-arsip-semarang,surat_teknologi_202505_0702|468689|rekap final total
BCH-0001353,kontrak_logistik_202501_9688.csv,229991,2024-08-04,server-arsip-medan,kontrak_logistik_202501_9688|229991|revisi arsip periode
BCH-0002674,surat_operasional_202501_1055.csv,180625,2024-12-19,ftp-cabang,surat_operasional_202501_1055|180625|final data revisi
BCH-0001317,gambar_hukum_202405_5609.jpg,28749998,2024-10-29,nas-lokal-03,gambar_hukum_202405_5609|28749998|approved draft data
BCH-0001074,backup_teknologi_202405_9576.xls,4052417,2024-01-12,portal-upload-mobile,backup_teknologi_202405_9576|4052417|rekap total periode
DUP-0000345,memo_logistik_202410_2248.docx,2764733,2024-05-07,server-arsip-bandung,memo|logistik|2764733|file dokumen total final data
BCH-0002533,gambar_keuangan_202407_8885.jpg,3027543,2024-12-02,portal-upload-mobile,gambar_keuangan_202407_8885|3027543|draft data approved
BCH-0002864,laporan_logistik_202401_8941.xml,29880899,2024-08-30,ftp-cabang,laporan_logistik_202401_8941|29880899|periode draft approved
BCH-0001808,presentasi_teknologi_202412_8984.jpeg,2235383,2024-10-24,cloud-storage-azure,presentasi_teknologi_202412_8984|2235383|pending total periode
BCH-0001711,dataset_sdm_202506_8262.doc,1651445,2024-11-26,server-arsip-medan,dataset_sdm_202506_8262|1651445|pending periode revisi
BCH-0001345,memo_logistik_202506_7977.zip,213116,2024-03-30,portal-upload-mobile,memo_logistik_202506_7977|213116|final arsip revisi
BCH-0003645,memo_logistik_202409_1158.rar,223577405,2024-04-18,server-arsip-semarang,memo_logistik_202409_1158|223577405|pending total rekap
DUP-0000431,presentasi_pemasaran_202305_4030.csv,429972585,2023-10-21,nas-lokal-01,presentasi|pemasaran|429972585|pending dokumen draft
BCH-0002244,invoice_operasional_202404_3435.jpeg,195780,2024-08-14,server-arsip-makassar,invoice_operasional_202404_3435|195780|final arsip pending
DUP-0000242,laporan_logistik_202205_3447.csv,441335,2022-11-25,backup-eksternal,laporan|logistik|441335|draft data approved rekap final
BCH-0002493,gambar_sdm_202411_1219.jpeg,184670,2024-09-12,server-arsip-makassar,gambar_sdm_202411_1219|184670|data arsip rekap
BCH-0004342,presentasi_audit_202405_9417.csv,431522,2024-12-11,server-arsip-semarang,presentasi_audit_202405_9417|431522|rekap total approved
BCH-0004231,surat_teknologi_202509_3992.xml,59453,2024-06-02,portal-upload-mobile,surat_teknologi_202509_3992|59453|data draft periode
BCH-0002945,dataset_keuangan_202403_5236.json,221519,2024-02-25,cloud-storage-azure,dataset_keuangan_202403_5236|221519|data total final
BCH-0003017,kontrak_riset_202406_4316.rar,59861,2024-07-13,nas-lokal-04,kontrak_riset_202406_4316|59861|approved final revisi
BCH-0000140,dataset_hukum_202509_9839.jpeg,130548,2024-09-20,server-arsip-semarang,dataset_hukum_202509_9839|130548|draft final total
BCH-0000983,log_sdm_202512_2328.xlsx,2882542,2024-12-13,server-arsip-medan,log_sdm_202512_2328|2882542|revisi periode rekap
BCH-0001225,presentasi_audit_202408_6627.xls,364464,2024-11-28,nas-lokal-04,presentasi_audit_202408_6627|364464|periode total revisi
BCH-0004210,dataset_riset_202409_1327.csv,22788,2024-09-17,portal-upload-mobile,dataset_riset_202409_1327|22788|total approved periode
BCH-0004390,surat_logistik_202503_6213.xlsx,153095,2024-03-24,nas-lokal-04,surat_logistik_202503_6213|153095|total final data
DUP-0000276,laporan_keuangan_202204_8808.csv,112341709,2022-10-05,nas-lokal-02,laporan|keuangan|112341709|draft data arsip approved
BCH-0000756,memo_hukum_202405_4264.doc,3609535,2024-11-27,server-arsip-semarang,memo_hukum_202405_4264|3609535|final periode total
BCH-0000101,invoice_riset_202502_1660.txt,77692,2024-11-11,ftp-cabang,invoice_riset_202502_1660|77692|total arsip pending
BCH-0000066,memo_teknologi_202408_4993.txt,24274023,2024-05-03,server-arsip-medan,memo_teknologi_202408_4993|24274023|approved rekap final
BCH-0001205,kontrak_audit_202405_3388.doc,2831558,2024-08-14,portal-upload-mobile,kontrak_audit_202405_3388|2831558|approved final data
BCH-0001266,presentasi_logistik_202404_0654.xml,241496,2024-09-13,nas-lokal-03,presentasi_logistik_202404_0654|241496|draft rekap revisi
BCH-0002230,gambar_teknologi_202507_0215.xml,1218692,2024-11-26,nas-lokal-04,gambar_teknologi_202507_0215|1218692|final revisi total
BCH-0001423,memo_hukum_202404_0917.txt,88952,2024-10-22,nas-lokal-04,memo_hukum_202404_0917|88952|revisi draft periode
BCH-0003534,invoice_hukum_202405_4024.xls,222615,2024-06-03,server-arsip-makassar,invoice_hukum_202405_4024|222615|total pending arsip
BCH-0002502,gambar_keuangan_202404_9475.doc,216832,2024-06-13,server-arsip-semarang,gambar_keuangan_202404_9475|216832|total data periode
BCH-0001394,laporan_logistik_202404_8876.json,2714574,2024-01-28,portal-upload-mobile,laporan_logistik_202404_8876|2714574|final revisi data
BCH-0001299,laporan_manajemen_202409_9625.png,276489412,2024-10-21,server-arsip-makassar,laporan_manajemen_202409_9625|276489412|draft approved data
BCH-0003697,gambar_teknologi_202406_2402.rar,381105437,2024-01-03,server-arsip-makassar,gambar_teknologi_202406_2402|381105437|pending approved draft
BCH-0002092,laporan_operasional_202408_1862.xml,240192,2024-12-06,server-arsip-medan,laporan_operasional_202408_1862|240192|revisi pending periode
BCH-0002820,dataset_riset_202408_6055.xml,933473,2024-07-02,ftp-cabang,dataset_riset_202408_6055|933473|approved draft rekap
BCH-0001491,log_pemasaran_202508_0143.jpg,172124,2024-08-20,server-arsip-semarang,log_pemasaran_202508_0143|172124|revisi data final
BCH-0000879,laporan_pemasaran_202507_2736.docx,462691,2024-12-09,ftp-cabang,laporan_pemasaran_202507_2736|462691|data total revisi
BCH-0001569,log_manajemen_202504_4665.rar,237817,2024-12-11,server-arsip-medan,log_manajemen_202504_4665|237817|pending data final
BCH-0002373,laporan_riset_202506_3700.zip,400006,2024-10-08,cloud-storage-azure,laporan_riset_202506_3700|400006|final arsip rekap
BCH-0003984,backup_hukum_202506_4755.xls,4199314,2024-07-24,nas-lokal-04,backup_hukum_202506_4755|4199314|draft rekap final
BCH-0000920,memo_riset_202509_5211.csv,118142298,2024-12-13,nas-lokal-03,memo_riset_202509_5211|118142298|final approved draft
BCH-0001265,presentasi_logistik_202507_4851.xml,377411,2024-06-24,server-arsip-semarang,presentasi_logistik_202507_4851|377411|final data approved
BCH-0000403,memo_teknologi_202408_9286.xml,46860402,2024-06-05,ftp-cabang,memo_teknologi_202408_9286|46860402|final rekap periode
BCH-0003864,backup_teknologi_202506_3560.jpg,2047038,2024-01-16,portal-upload-mobile,backup_teknologi_202506_3560|2047038|arsip final periode
BCH-0000583,kontrak_keuangan_202403_5666.png,39538,2024-08-31,server-arsip-semarang,kontrak_keuangan_202403_5666|39538|arsip approved draft
BCH-0003218,invoice_sdm_202511_4303.json,963211,2024-05-25,nas-lokal-04,invoice_sdm_202511_4303|963211|pending revisi rekap
BCH-0003679,surat_audit_202410_4524.json,127924848,2024-10-24,ftp-cabang,surat_audit_202410_4524|127924848|pending periode final
BCH-0003987,invoice_keuangan_202503_5548.jpg,15739375,2024-01-26,cloud-storage-azure,invoice_keuangan_202503_5548|15739375|pending data revisi
BCH-0000666,invoice_logistik_202403_4004.jpg,118922,2024-12-12,nas-lokal-04,invoice_logistik_202403_4004|118922|periode draft rekap
BCH-0000438,gambar_riset_202411_3562.csv,146135,2024-07-17,portal-upload-mobile,gambar_riset_202411_3562|146135|draft periode final
BCH-0003992,laporan_sdm_202506_9355.docx,1493854,2024-11-02,cloud-storage-azure,laporan_sdm_202506_9355|1493854|draft rekap arsip
BCH-0000444,dataset_sdm_202502_7378.png,1841726,2024-11-08,nas-lokal-04,dataset_sdm_202502_7378|1841726|final revisi rekap
BCH-0002974,gambar_keuangan_202510_3139.png,2434333,2024-08-26,cloud-storage-azure,gambar_keuangan_202510_3139|2434333|total rekap data
BCH-0003986,invoice_hukum_202502_6428.xlsx,4917175,2024-12-08,ftp-cabang,invoice_hukum_202502_6428|4917175|rekap pending periode
BCH-0003340,invoice_manajemen_202403_5886.doc,26234882,2024-09-08,cloud-storage-azure,invoice_manajemen_202403_5886|26234882|pending data draft
DUP-0000094,presentasi_logistik_202306_3088.xlsx,482584,2022-12-04,nas-lokal-02,presentasi|logistik|482584|revisi file periode
BCH-0003545,presentasi_operasional_202508_8253.rar,15901315,2024-10-27,cloud-storage-azure,presentasi_operasional_202508_8253|15901315|final arsip approved
BCH-0001841,invoice_keuangan_202404_5214.jpeg,322902,2024-10-18,server-arsip-makassar,invoice_keuangan_202404_5214|322902|pending approved periode
DUP-0000243,invoice_riset_202202_0978.txt,2728287,2022-12-06,cloud-storage-gcp,invoice|riset|2728287|file dokumen final pending total
BCH-0001802,presentasi_keuangan_202507_2607.csv,150711,2024-11-10,portal-upload-mobile,presentasi_keuangan_202507_2607|150711|final total data
BCH-0000904,log_keuangan_202404_5273.png,10998004,2024-01-25,server-arsip-semarang,log_keuangan_202404_5273|10998004|data periode approved
BCH-0000187,log_keuangan_202508_0785.txt,457416,2024-03-18,server-arsip-makassar,log_keuangan_202508_0785|457416|periode final pending
BCH-0002046,memo_pemasaran_202512_8462.xlsx,40910110,2024-11-22,portal-upload-mobile,memo_pemasaran_202512_8462|40910110|pending approved draft
BCH-0000400,presentasi_riset_202412_7391.jpeg,71653,2024-09-09,server-arsip-semarang,presentasi_riset_202412_7391|71653|data periode arsip
BCH-0001592,laporan_riset_202402_4485.png,2549684,2024-09-08,nas-lokal-03,laporan_riset_202402_4485|2549684|final draft revisi
BCH-0002668,presentasi_manajemen_202402_1446.json,197382,2024-04-06,ftp-cabang,presentasi_manajemen_202402_1446|197382|rekap data revisi
BCH-0003577,memo_riset_202511_7115.pdf,14931466,2024-06-12,ftp-cabang,memo_riset_202511_7115|14931466|periode approved revisi
BCH-0000933,dataset_audit_202509_4227.xml,1669933,2024-09-28,portal-upload-mobile,dataset_audit_202509_4227|1669933|draft arsip final
BCH-0004022,backup_sdm_202401_3059.xlsx,39813688,2024-06-10,server-arsip-medan,backup_sdm_202401_3059|39813688|rekap data final
BCH-0002236,surat_hukum_202411_7452.png,43521442,2024-12-14,ftp-cabang,surat_hukum_202411_7452|43521442|arsip final draft
BCH-0003722,dataset_manajemen_202503_1108.zip,176822,2024-05-23,ftp-cabang,dataset_manajemen_202503_1108|176822|final rekap revisi
BCH-0000905,memo_manajemen_202404_4600.csv,412369,2024-02-12,nas-lokal-03,memo_manajemen_202404_4600|412369|pending periode draft
BCH-0003641,backup_manajemen_202501_0026.rar,478560184,2024-08-17,nas-lokal-04,backup_manajemen_202501_0026|478560184|periode total draft
BCH-0002558,kontrak_keuangan_202408_7538.xml,2022530,2024-05-09,server-arsip-medan,kontrak_keuangan_202408_7538|2022530|pending rekap revisi
BCH-0003431,memo_teknologi_202402_9930.rar,3477907,2024-01-07,server-arsip-semarang,memo_teknologi_202402_9930|3477907|revisi draft pending
BCH-0001919,laporan_teknologi_202409_8236.pdf,164063,2024-05-07,portal-upload-mobile,laporan_teknologi_202409_8236|164063|periode pending data
BCH-0004358,laporan_operasional_202402_6792.xml,4355941,2024-09-22,portal-upload-mobile,laporan_operasional_202402_6792|4355941|periode revisi data
BCH-0003292,log_sdm_202511_3646.doc,33608,2024-12-17,server-arsip-makassar,log_sdm_202511_3646|33608|revisi pending periode
BCH-0000419,invoice_pemasaran_202406_5053.json,816279,2024-11-10,ftp-cabang,invoice_pemasaran_202406_5053|816279|draft total data
BCH-0000736,surat_operasional_202509_3609.doc,72480836,2024-01-23,nas-lokal-04,surat_operasional_202509_3609|72480836|approved draft final
BCH-0000335,dataset_logistik_202402_5116.docx,3827726,2024-03-01,cloud-storage-azure,dataset_logistik_202402_5116|3827726|data total pending
BCH-0002532,memo_pemasaran_202511_1805.pdf,130360,2024-05-17,nas-lokal-04,memo_pemasaran_202511_1805|130360|rekap final pending
BCH-0003880,gambar_operasional_202504_5090.txt,23258270,2024-05-03,ftp-cabang,gambar_operasional_202504_5090|23258270|total pending draft
BCH-0003485,dataset_operasional_202502_9126.jpeg,24681586,2024-10-21,nas-lokal-04,dataset_operasional_202502_9126|24681586|revisi periode rekap
BCH-0001357,invoice_teknologi_202511_1432.xlsx,218808,2024-08-25,cloud-storage-azure,invoice_teknologi_202511_1432|218808|periode pending arsip
BCH-0000542,log_audit_202408_7199.jpeg,1525768,2024-11-14,server-arsip-makassar,log_audit_202408_7199|1525768|pending total arsip
BCH-0002151,log_riset_202401_6704.pdf,417521,2024-11-08,ftp-cabang,log_riset_202401_6704|417521|total arsip data
BCH-0001003,backup_hukum_202509_8699.json,37664360,2024-03-18,ftp-cabang,backup_hukum_202509_8699|37664360|pending rekap revisi
BCH-0001198,memo_teknologi_202405_0384.png,2948817,2024-01-09,nas-lokal-03,memo_teknologi_202405_0384|2948817|rekap arsip total
BCH-0002562,backup_pemasaran_202512_0041.xls,1754870,2024-05-24,nas-lokal-03,backup_pemasaran_202512_0041|1754870|rekap periode pending
DUP-0000064,kontrak_riset_202304_4935.zip,1432703,2022-09-07,server-arsip-jakarta,kontrak|riset|1432703|approved data dokumen
BCH-0004016,presentasi_sdm_202503_0896.xml,28341396,2024-05-22,server-arsip-makassar,presentasi_sdm_202503_0896|28341396|revisi data pending
BCH-0001833,backup_operasional_202507_3034.jpeg,2742595,2024-07-19,nas-lokal-04,backup_operasional_202507_3034|2742595|draft pending rekap
BCH-0001634,dataset_audit_202507_3705.pdf,436375,2024-02-17,ftp-cabang,dataset_audit_202507_3705|436375|draft periode data
DUP-0000254,kontrak_manajemen_202212_5413.csv,31311837,2023-10-28,backup-eksternal,kontrak|manajemen|31311837|rekap total pending data
BCH-0003740,backup_hukum_202410_3207.jpg,273939,2024-10-22,portal-upload-mobile,backup_hukum_202410_3207|273939|total revisi final
BCH-0002884,backup_teknologi_202411_1424.jpeg,4514805,2024-09-25,server-arsip-medan,backup_teknologi_202411_1424|4514805|draft data arsip
BCH-0001564,gambar_riset_202510_9723.zip,300927,2024-08-05,cloud-storage-azure,gambar_riset_202510_9723|300927|revisi pending draft
DUP-0000018,gambar_hukum_202302_6106.docx,11256567,2022-09-24,ftp-pusat,gambar|hukum|11256567|dokumen arsip data
BCH-0002594,kontrak_sdm_202409_7751.png,17822817,2024-06-01,server-arsip-makassar,kontrak_sdm_202409_7751|17822817|pending total revisi
DUP-0000054,backup_teknologi_202206_1275.zip,270143,2023-05-03,nas-lokal-01,backup|teknologi|270143|periode data total draft
BCH-0000529,kontrak_riset_202504_8781.txt,3057977,2024-10-04,server-arsip-makassar,kontrak_riset_202504_8781|3057977|periode final rekap
DUP-0000468,invoice_audit_202205_5855.xlsx,170539578,2022-06-06,portal-upload-web,invoice|audit|170539578|total draft file rekap
DUP-0000328,invoice_operasional_202211_5518.docx,4916868,2022-09-26,portal-upload-web,invoice|operasional|4916868|periode file data dokumen
BCH-0001810,log_teknologi_202506_3375.xml,387857072,2024-11-17,ftp-cabang,log_teknologi_202506_3375|387857072|total approved data
BCH-0001506,backup_audit_202411_4876.zip,4372818,2024-11-28,server-arsip-medan,backup_audit_202411_4876|4372818|revisi periode total
BCH-0004289,dataset_keuangan_202404_0282.jpg,35869,2024-01-22,server-arsip-makassar,dataset_keuangan_202404_0282|35869|periode arsip total
BCH-0002519,surat_pemasaran_202404_0319.txt,3794063,2024-01-25,cloud-storage-azure,surat_pemasaran_202404_0319|3794063|pending data draft
BCH-0002833,dataset_operasional_202412_5503.docx,1696634,2024-05-23,server-arsip-semarang,dataset_operasional_202412_5503|1696634|draft approved final
BCH-0002772,laporan_logistik_202403_8041.xlsx,2307929,2024-02-03,cloud-storage-azure,laporan_logistik_202403_8041|2307929|draft periode final
