id,nama_file,ukuran_bytes,tanggal_unggah,sumber,konten
BCH-0000515,surat_riset_202402_1976.jpg,304393,2024-12-31,nas-lokal-04,surat_riset_202402_1976|304393|revisi total arsip
BCH-0000715,invoice_audit_202504_0554.rar,3167969,2024-07-17,nas-lokal-03,invoice_audit_202504_0554|3167969|data approved arsip
BCH-0000630,surat_keuangan_202402_0576.jpg,178559,2024-04-10,cloud-storage-azure,surat_keuangan_202402_0576|178559|approved final periode
BCH-0000847,backup_sdm_202403_8553.txt,414307,2024-12-04,server-arsip-makassar,backup_sdm_202403_8553|414307|data rekap draft
BCH-0000146,gambar_teknologi_202503_1808.xml,402327,2024-10-01,portal-upload-mobile,gambar_teknologi_202503_1808|402327|total approved revisi
BCH-0000646,log_hukum_202411_0233.xml,2303993,2024-02-21,nas-lokal-03,log_hukum_202411_0233|2303993|draft approved data
BCH-0000154,gambar_sdm_202506_7691.xml,28919,2024-03-17,server-arsip-medan,gambar_sdm_202506_7691|28919|data draft revisi
BCH-0000418,presentasi_teknologi_202405_2965.pdf,99503,2024-04-02,cloud-storage-azure,presentasi_teknologi_202405_2965|99503|revisi pending data
BCH-0000693,presentasi_hukum_202511_1900.xml,46238189,2024-07-10,server-arsip-semarang,presentasi_hukum_202511_1900|46238189|revisi arsip rekap
BCH-0000070,gambar_operasional_202506_5682.json,27659322,2024-05-04,nas-lokal-03,gambar_operasional_202506_5682|27659322|rekap pending total
BCH-0000330,surat_operasional_202404_7032.jpg,1245575,2024-01-15,portal-upload-mobile,surat_operasional_202404_7032|1245575|pending periode final
BCH-0000464,surat_sdm_202502_2764.xlsx,340158705,2024-10-09,cloud-storage-azure,surat_sdm_202502_2764|340158705|final approved revisi
DUP-0000077,invoice_sdm_202301_7515.txt,411287,2024-10-16,backup-eksternal,invoice|sdm|411287|rekap dokumen pending revisi arsip
BCH-0000426,gambar_teknologi_202510_6353.xml,424825643,2024-07-21,nas-lokal-04,gambar_teknologi_202510_6353|424825643|pending data approved
BCH-0000417,memo_pemasaran_202401_9746.txt,4115496,2024-12-15,portal-upload-mobile,memo_pemasaran_202401_9746|4115496|revisi pending total
BCH-0000129,presentasi_sdm_202508_5707.doc,107115,2024-09-03,portal-upload-mobile,presentasi_sdm_202508_5707|107115|approved draft pending
BCH-0000381,surat_logistik_202511_0630.doc,2729482,2024-12-04,ftp-cabang,surat_logistik_202511_0630|2729482|revisi total draft
BCH-0000710,laporan_manajemen_202409_8246.xls,6502163,2024-01-09,ftp-cabang,laporan_manajemen_202409_8246|6502163|arsip final draft
BCH-0000405,presentasi_hukum_202406_2509.pdf,25809,2024-03-20,portal-upload-mobile,presentasi_hukum_202406_2509|25809|periode revisi approved
BCH-0000090,presentasi_manajemen_202503_5626.rar,137156,2024-04-17,nas-lokal-03,presentasi_manajemen_202503_5626|137156|final revisi total
BCH-0000685,invoice_pemasaran_202510_2087.jpg,37515707,2024-11-18,portal-upload-mobile,invoice_pemasaran_202510_2087|37515707|rekap revisi data
BCH-0000725,memo_hukum_202410_8417.rar,363441,2024-12-29,ftp-cabang,memo_hukum_202410_8417|363441|data draft final
BCH-0000714,laporan_logistik_202406_0778.xml,1616882,2024-04-19,cloud-storage-azure,laporan_logistik_202406_0778|1616882|pending draft rekap
BCH-0000866,memo_pemasaran_202405_7156.doc,4995345,2024-06-21,cloud-storage-azure,memo_pemasaran_202405_7156|4995345|draft rekap approved
BCH-0000091,gambar_manajemen_202505_4213.doc,1951432,2024-04-20,nas-lokal-03,gambar_manajemen_202505_4213|1951432|rekap arsip pending
BCH-0000465,kontrak_logistik_202507_3417.rar,237470166,2024-07-22,portal-upload-mobile,kontrak_logistik_202507_3417|237470166|periode draft arsip
BCH-0000454,gambar_manajemen_202505_6276.doc,272288,2024-12-18,cloud-storage-azure,gambar_manajemen_202505_6276|272288|total revisi rekap
BCH-0000673,backup_logistik_202511_2310.zip,99491,2024-12-05,nas-lokal-03,backup_logistik_202511_2310|99491|periode total revisi
BCH-0000390,kontrak_manajemen_202410_2303.json,36100,2024-01-08,ftp-cabang,kontrak_manajemen_202410_2303|36100|total periode arsip
BCH-0000080,memo_riset_202406_7653.pdf,18772428,2024-02-21,server-arsip-medan,memo_riset_202406_7653|18772428|periode rekap revisi
BCH-0000357,invoice_logistik_202506_0338.zip,483484,2024-02-18,ftp-cabang,invoice_logistik_202506_0338|483484|rekap periode final
BCH-0000692,laporan_operasional_202508_4706.xml,71403,2024-05-16,ftp-cabang,laporan_operasional_202508_4706|71403|total arsip draft
BCH-0000217,backup_logistik_202505_1770.jpeg,3342761,2024-10-06,server-arsip-makassar,backup_logistik_202505_1770|3342761|periode final data
BCH-0000009,dataset_pemasaran_202501_1841.jpg,2198676,2024-01-01,nas-lokal-03,dataset_pemasaran_202501_1841|2198676|periode arsip pending
BCH-0000194,dataset_teknologi_202411_7427.txt,258965,2024-12-22,server-arsip-medan,dataset_teknologi_202411_7427|258965|rekap final periode
BCH-0000603,kontrak_riset_202510_1731.jpeg,1637211,2024-06-04,nas-lokal-04,kontrak_riset_202510_1731|1637211|pending arsip final
BCH-0000238,invoice_hukum_202401_5115.zip,113917,2024-05-02,server-arsip-makassar,invoice_hukum_202401_5115|113917|final total pending
BCH-0000838,invoice_operasional_202501_4305.xlsx,840610,2024-09-10,nas-lokal-04,invoice_operasional_202501_4305|840610|data total revisi
BCH-0000071,kontrak_manajemen_202407_4627.pdf,29749342,2024-06-23,server-arsip-semarang,kontrak_manajemen_202407_4627|29749342|pending draft final
BCH-0000702,laporan_operasional_202503_4862.rar,216789,2024-01-22,server-arsip-medan,laporan_operasional_202503_4862|216789|periode rekap final
BCH-0000010,surat_operasional_202508_9182.jpeg,2911756,2024-04-12,server-arsip-medan,surat_operasional_202508_9182|2911756|total final data
BCH-0000794,dataset_sdm_202403_1638.png,4173405,2024-10-29,server-arsip-semarang,dataset_sdm_202403_1638|4173405|draft arsip rekap
BCH-0000402,backup_hukum_202504_2640.jpg,263515,2024-06-13,server-arsip-medan,backup_hukum_202504_2640|263515|rekap data draft
BCH-0000018,kontrak_sdm_202401_8401.doc,1897239,2024-06-30,cloud-storage-azure,kontrak_sdm_202401_8401|1897239|data periode draft
BCH-0000325,presentasi_operasional_202411_5409.pdf,21913,2024-01-25,server-arsip-makassar,presentasi_operasional_202411_5409|21913|final approved draft
BCH-0000029,backup_pemasaran_202402_0485.json,284482567,2024-02-01,nas-lokal-04,backup_pemasaran_202402_0485|284482567|revisi rekap final
BCH-0000232,surat_riset_202504_8561.jpg,1307533,2024-03-23,portal-upload-mobile,surat_riset_202504_8561|1307533|approved draft rekap
BCH-0000428,dataset_teknologi_202504_9511.jpg,5070054,2024-10-16,ftp-cabang,dataset_teknologi_202504_9511|5070054|approved rekap revisi
BCH-0000173,backup_pemasaran_202408_2996.doc,1454618,2024-07-16,ftp-cabang,backup_pemasaran_202408_2996|1454618|total periode data
DUP-0000021,surat_hukum_202404_4563.pdf,9755157,2024-09-21,cloud-storage-aws,surat|hukum|9755157|periode dokumen data pending revisi
BCH-0000084,log_riset_202410_7655.txt,460869,2024-10-10,ftp-cabang,log_riset_202410_7655|460869|revisi total rekap
BCH-0000659,laporan_operasional_202508_3462.csv,206187792,2024-03-09,nas-lokal-04,laporan_operasional_202508_3462|206187792|periode data final
BCH-0000567,backup_logistik_202402_3187.xml,4514107,2024-10-12,nas-lokal-03,backup_logistik_202402_3187|4514107|draft final total
BCH-0000488,invoice_riset_202511_0992.xml,353907556,2024-07-09,ftp-cabang,invoice_riset_202511_0992|353907556|revisi final draft
BCH-0000625,invoice_teknologi_202503_0435.png,340206,2024-08-15,nas-lokal-03,invoice_teknologi_202503_0435|340206|periode pending total
DUP-0000030,presentasi_hukum_202312_0843.xml,358830,2023-08-13,portal-upload-web,presentasi|hukum|358830|draft total dokumen arsip
BCH-0000583,laporan_riset_202502_6797.xls,456135071,2024-04-12,server-arsip-makassar,laporan_riset_202502_6797|456135071|arsip pending draft
BCH-0000076,dataset_operasional_202403_9491.json,49960588,2024-01-12,server-arsip-medan,dataset_operasional_202403_9491|49960588|periode rekap final
BCH-0000087,kontrak_riset_202509_5641.zip,453715167,2024-09-01,cloud-storage-azure,kontrak_riset_202509_5641|453715167|arsip total periode
BCH-0000476,gambar_hukum_202509_0220.txt,285735,2024-02-14,ftp-cabang,gambar_hukum_202509_0220|285735|rekap periode draft
BCH-0000186,kontrak_hukum_202502_9952.rar,3639134,2024-12-25,nas-lokal-03,kontrak_hukum_202502_9952|3639134|draft arsip revisi
BCH-0000326,presentasi_teknologi_202503_7369.zip,285279,2024-06-22,server-arsip-semarang,presentasi_teknologi_202503_7369|285279|total data final
BCH-0000283,kontrak_teknologi_202407_0673.xls,1425200,2024-05-21,nas-lokal-03,kontrak_teknologi_202407_0673|1425200|total pending periode
BCH-0000198,surat_audit_202501_9565.xlsx,437258,2024-12-03,server-arsip-medan,surat_audit_202501_9565|437258|final approved draft
BCH-0000321,log_logistik_202401_5152.docx,205376877,2024-06-28,cloud-storage-azure,log_logistik_202401_5152|205376877|rekap pending final
DUP-0000027,kontrak_operasional_202409_2317.json,55986223,2022-09-10,server-arsip-jakarta,kontrak|operasional|55986223|dokumen file approved
BCH-0000763,dataset_keuangan_202505_6214.doc,118687,2024-12-26,server-arsip-makassar,dataset_keuangan_202505_6214|118687|rekap draft periode
BCH-0000811,kontrak_pemasaran_202401_9360.png,254945,2024-07-30,ftp-cabang,kontrak_pemasaran_202401_9360|254945|total arsip revisi
BCH-0000635,invoice_hukum_202408_4786.txt,490276,2024-04-23,server-arsip-medan,invoice_hukum_202408_4786|490276|revisi periode data
BCH-0000075,presentasi_teknologi_202401_2175.rar,3826964,2024-03-26,server-arsip-medan,presentasi_teknologi_202401_2175|3826964|draft data revisi
BCH-0000394,kontrak_audit_202408_8123.docx,3064065,2024-05-20,server-arsip-medan,kontrak_audit_202408_8123|3064065|final revisi data
BCH-0000306,invoice_teknologi_202405_5210.zip,188541,2024-06-15,cloud-storage-azure,invoice_teknologi_202405_5210|188541|total final arsip
BCH-0000249,surat_operasional_202509_5184.zip,490673,2024-07-08,portal-upload-mobile,surat_operasional_202509_5184|490673|revisi draft approved
BCH-0000524,backup_audit_202507_1486.txt,97696,2024-02-14,nas-lokal-04,backup_audit_202507_1486|97696|data approved arsip
BCH-0000786,backup_sdm_202505_0772.docx,193591,2024-05-21,portal-upload-mobile,backup_sdm_202505_0772|193591|final rekap approved
BCH-0000855,invoice_riset_202507_5955.xls,4605015,2024-02-17,cloud-storage-azure,invoice_riset_202507_5955|4605015|total draft approved
BCH-0000766,log_audit_202510_7519.pdf,1006486,2024-02-12,portal-upload-mobile,log_audit_202510_7519|1006486|draft rekap pending
BCH-0000279,kontrak_audit_202407_1369.jpeg,479872,2024-01-05,server-arsip-semarang,kontrak_audit_202407_1369|479872|periode draft data
BCH-0000308,presentasi_pemasaran_202403_6623.pdf,70314,2024-04-17,cloud-storage-azure,presentasi_pemasaran_202403_6623|70314|periode final pending
BCH-0000870,kontrak_audit_202503_8477.jpg,196674,2024-02-21,ftp-cabang,kontrak_audit_202503_8477|196674|total approved data
BCH-0000261,log_pemasaran_202408_7633.rar,464073,2024-05-25,cloud-storage-azure,log_pemasaran_202408_7633|464073|data draft total
BCH-0000407,surat_keuangan_202406_3416.csv,4669186,2024-04-23,nas-lokal-04,surat_keuangan_202406_3416|4669186|total data arsip
BCH-0000539,backup_sdm_202410_2516.json,214531,2024-05-19,nas-lokal-04,backup_sdm_202410_2516|214531|pending revisi approved
BCH-0000316,log_teknologi_202509_1417.xlsx,356668,2024-10-01,ftp-cabang,log_teknologi_202509_1417|356668|periode data total
BCH-0000157,invoice_teknologi_202501_8469.pdf,370195,2024-05-23,server-arsip-makassar,invoice_teknologi_202501_8469|370195|rekap total draft
BCH-0000038,dataset_teknologi_202401_1989.csv,19634286,2024-04-14,server-arsip-makassar,dataset_teknologi_202401_1989|19634286|rekap approved final
BCH-0000120,gambar_manajemen_202405_6594.csv,171702,2024-07-15,portal-upload-mobile,gambar_manajemen_202405_6594|171702|final draft pending
BCH-0000442,presentasi_riset_202409_1131.jpeg,77675,2024-10-14,portal-upload-mobile,presentasi_riset_202409_1131|77675|rekap pending periode
DUP-0000085,log_logistik_202208_4400.txt,492836709,2023-10-24,cloud-storage-gcp,log|logistik|492836709|arsip dokumen periode pending
BCH-0000481,invoice_manajemen_202406_6716.rar,1073235,2024-10-16,cloud-storage-azure,invoice_manajemen_202406_6716|1073235|revisi draft arsip
BCH-0000479,surat_sdm_202409_2310.pdf,41577909,2024-06-21,cloud-storage-azure,surat_sdm_202409_2310|41577909|arsip periode revisi
BCH-0000404,presentasi_audit_202503_4753.xlsx,497931,2024-07-17,server-arsip-medan,presentasi_audit_202503_4753|497931|final arsip approved
BCH-0000085,kontrak_audit_202403_3306.zip,338326,2024-08-06,server-arsip-makassar,kontrak_audit_202403_3306|338326|data final total
BCH-0000700,invoice_teknologi_202401_2150.xls,7868847,2024-06-20,portal-upload-mobile,invoice_teknologi_202401_2150|7868847|revisi data arsip
BCH-0000005,gambar_teknologi_202411_5090.xls,370648,2024-06-09,cloud-storage-azure,gambar_teknologi_202411_5090|370648|revisi approved final
BCH-0000639,presentasi_teknologi_202510_6102.json,3004864,2024-02-10,portal-upload-mobile,presentasi_teknologi_202510_6102|3004864|draft data approved
BCH-0000203,presentasi_riset_202506_4824.jpg,455242,2024-07-24,server-arsip-medan,presentasi_riset_202506_4824|455242|arsip revisi periode
BCH-0000268,surat_hukum_202509_0099.txt,396667,2024-02-22,nas-lokal-03,surat_hukum_202509_0099|396667|approved rekap revisi
DUP-0000068,log_riset_202407_5931.csv,4093964,2023-03-26,server-arsip-surabaya,log|riset|4093964|pending total rekap data periode
BCH-0000430,log_pemasaran_202402_9134.zip,35528,2024-08-18,nas-lokal-04,log_pemasaran_202402_9134|35528|revisi arsip draft
BCH-0000097,backup_sdm_202505_1743.xlsx,45914,2024-06-18,portal-upload-mobile,backup_sdm_202505_1743|45914|periode revisi total
BCH-0000102,invoice_manajemen_202501_3243.zip,3887745,2024-03-09,server-arsip-medan,invoice_manajemen_202501_3243|3887745|draft arsip data
BCH-0000128,memo_logistik_202410_6609.xls,3315558,2024-11-11,server-arsip-medan,memo_logistik_202410_6609|3315558|pending arsip total
BCH-0000395,surat_sdm_202411_1589.zip,242764,2024-02-19,cloud-storage-azure,surat_sdm_202411_1589|242764|periode draft final
BCH-0000602,laporan_audit_202502_3146.json,4636914,2024-11-28,nas-lokal-03,laporan_audit_202502_3146|4636914|rekap periode total
DUP-0000097,surat_teknologi_202405_2250.jpg,304659,2022-08-12,portal-upload-web,surat|teknologi|304659|dokumen revisi data rekap file
BCH-0000295,log_manajemen_202512_7154.docx,4653178,2024-12-12,portal-upload-mobile,log_manajemen_202512_7154|4653178|revisi draft periode
BCH-0000577,surat_riset_202507_3044.jpeg,131233,2024-06-14,nas-lokal-03,surat_riset_202507_3044|131233|draft revisi total
BCH-0000192,invoice_sdm_202408_0096.png,202076,2024-10-20,server-arsip-medan,invoice_sdm_202408_0096|202076|approved rekap data
DUP-0000001,dataset_sdm_202308_7169.zip,2141802,2023-08-09,cloud-storage-aws,dataset|sdm|2141802|file periode approved
BCH-0000822,backup_operasional_202409_1834.png,10142614,2024-06-15,server-arsip-makassar,backup_operasional_202409_1834|10142614|rekap revisi total
BCH-0000731,memo_pemasaran_202408_3783.txt,3850228,2024-07-04,cloud-storage-azure,memo_pemasaran_202408_3783|3850228|final rekap arsip
BCH-0000213,invoice_keuangan_202404_0947.docx,3928566,2024-09-06,ftp-cabang,invoice_keuangan_202404_0947|3928566|approved pending final
BCH-0000810,laporan_manajemen_202404_9403.doc,3256738,2024-04-30,server-arsip-makassar,laporan_manajemen_202404_9403|3256738|data approved pending
BCH-0000089,kontrak_pemasaran_202402_9836.png,276926,2024-05-09,nas-lokal-04,kontrak_pemasaran_202402_9836|276926|periode data pending
DUP-0000063,kontrak_manajemen_202406_0519.docx,25688416,2023-07-11,nas-lokal-02,kontrak|manajemen|25688416|pending revisi draft
BCH-0000215,backup_teknologi_202511_5051.jpg,359002413,2024-01-27,server-arsip-medan,backup_teknologi_202511_5051|359002413|rekap draft revisi
BCH-0000572,presentasi_operasional_202412_8844.doc,7039680,2024-03-23,server-arsip-makassar,presentasi_operasional_202412_8844|7039680|revisi approved draft
BCH-0000622,kontrak_hukum_202502_8320.jpg,286270,2024-04-29,portal-upload-mobile,kontrak_hukum_202502_8320|286270|rekap revisi total
BCH-0000152,laporan_operasional_202512_0694.rar,35837299,2024-04-17,nas-lokal-03,laporan_operasional_202512_0694|35837299|approved draft rekap
BCH-0000369,presentasi_riset_202504_0470.doc,2647068,2024-02-16,server-arsip-medan,presentasi_riset_202504_0470|2647068|draft total revisi
BCH-0000346,presentasi_manajemen_202412_9567.docx,3841361,2024-08-02,portal-upload-mobile,presentasi_manajemen_202412_9567|3841361|draft revisi approved
BCH-0000701,presentasi_teknologi_202503_2889.xml,859622,2024-05-21,cloud-storage-azure,presentasi_teknologi_202503_2889|859622|revisi final rekap
BCH-0000086,surat_teknologi_202411_7221.rar,4306388,2024-11-13,nas-lokal-03,surat_teknologi_202411_7221|4306388|data final pending
BCH-0000043,backup_keuangan_202510_1350.txt,56359,2024-08-05,portal-upload-mobile,backup_keuangan_202510_1350|56359|total data rekap
DUP-0000093,dataset_pemasaran_202402_8281.png,95581640,2022-10-01,nas-lokal-02,dataset|pemasaran|95581640|dokumen file rekap
BCH-0000148,surat_logistik_202408_6869.rar,154306,2024-10-01,server-arsip-makassar,surat_logistik_202408_6869|154306|periode total arsip
BCH-0000431,gambar_teknologi_202502_3617.jpg,37080161,2024-07-11,ftp-cabang,gambar_teknologi_202502_3617|37080161|draft revisi pending
BCH-0000384,kontrak_audit_202401_4727.jpg,1403976,2024-05-21,ftp-cabang,kontrak_audit_202401_4727|1403976|arsip total rekap
BCH-0000147,backup_pemasaran_202502_1427.txt,27053820,2024-06-14,server-arsip-medan,backup_pemasaran_202502_1427|27053820|pending data draft
BCH-0000712,surat_pemasaran_202411_7040.doc,231555,2024-06-03,server-arsip-makassar,surat_pemasaran_202411_7040|231555|revisi pending approved
BCH-0000245,backup_riset_202406_6538.rar,420705,2024-04-26,server-arsip-semarang,backup_riset_202406_6538|420705|rekap draft periode
BCH-0000619,backup_teknologi_202503_9182.pdf,1388001,2024-03-16,nas-lokal-03,backup_teknologi_202503_9182|1388001|pending total draft
BCH-0000839,laporan_pemasaran_202511_6115.txt,22465058,2024-07-11,server-arsip-semarang,laporan_pemasaran_202511_6115|22465058|periode total draft
BCH-0000162,invoice_manajemen_202509_3355.rar,18193270,2024-06-25,ftp-cabang,invoice_manajemen_202509_3355|18193270|approved revisi total
BCH-0000200,laporan_audit_202404_3980.zip,1991011,2024-05-07,ftp-cabang,laporan_audit_202404_3980|1991011|pending arsip revisi
BCH-0000633,presentasi_riset_202402_4159.xml,126011,2024-11-03,cloud-storage-azure,presentasi_riset_202402_4159|126011|revisi approved total
BCH-0000385,surat_keuangan_202510_3888.rar,315230,2024-12-20,ftp-cabang,surat_keuangan_202510_3888|315230|total final revisi
BCH-0000741,memo_sdm_202506_8863.zip,3732585,2024-01-15,nas-lokal-04,memo_sdm_202506_8863|3732585|draft final revisi
BCH-0000298,invoice_logistik_202405_0184.txt,139618,2024-07-30,server-arsip-semarang,invoice_logistik_202405_0184|139618|data draft revisi
BCH-0000801,gambar_logistik_202508_3149.doc,4645994,2024-02-05,portal-upload-mobile,gambar_logistik_202508_3149|4645994|draft periode total
BCH-0000061,laporan_sdm_202508_4549.xml,4537774,2024-11-18,nas-lokal-04,laporan_sdm_202508_4549|4537774|periode draft data
BCH-0000762,presentasi_riset_202402_5191.docx,3977719,2024-06-03,server-arsip-semarang,presentasi_riset_202402_5191|3977719|total rekap data
BCH-0000181,laporan_audit_202412_0476.jpeg,895761,2024-01-05,server-arsip-medan,laporan_audit_202412_0476|895761|total pending revisi
BCH-0000643,surat_riset_202509_3511.jpg,98669,2024-12-10,portal-upload-mobile,surat_riset_202509_3511|98669|final arsip approved
BCH-0000792,dataset_logistik_202407_0981.xml,1027867,2024-03-02,ftp-cabang,dataset_logistik_202407_0981|1027867|rekap data arsip
BCH-0000783,log_hukum_202405_9503.jpeg,390881,2024-10-19,portal-upload-mobile,log_hukum_202405_9503|390881|periode rekap pending
BCH-0000233,memo_teknologi_202512_7870.zip,379475,2024-09-30,ftp-cabang,memo_teknologi_202512_7870|379475|rekap revisi approved
BCH-0000517,gambar_sdm_202407_5933.txt,497950,2024-10-07,portal-upload-mobile,gambar_sdm_202407_5933|497950|periode approved draft
BCH-0000275,kontrak_manajemen_202512_2007.zip,439958,2024-10-23,server-arsip-semarang,kontrak_manajemen_202512_2007|439958|revisi approved pending
BCH-0000042,kontrak_teknologi_202409_3768.txt,4828908,2024-02-06,cloud-storage-azure,kontrak_teknologi_202409_3768|4828908|arsip approved periode
BCH-0000637,surat_audit_202402_3893.xls,260690,2024-05-10,nas-lokal-04,surat_audit_202402_3893|260690|final pending arsip
DUP-0000015,dataset_keuangan_202305_3611.xlsx,225288780,2023-06-12,backup-eksternal,dataset|keuangan|225288780|total data periode arsip pending
BCH-0000756,memo_riset_202508_1437.jpg,293164,2024-12-24,portal-upload-mobile,memo_riset_202508_1437|293164|revisi total draft
BCH-0000621,invoice_logistik_202509_8385.txt,91721,2024-02-18,nas-lokal-03,invoice_logistik_202509_8385|91721|total pending final
BCH-0000158,presentasi_riset_202405_2823.doc,44668649,2024-02-19,nas-lokal-03,presentasi_riset_202405_2823|44668649|pending rekap revisi
DUP-0000024,presentasi_pemasaran_202410_1389.png,2995149,2022-10-02,nas-lokal-01,presentasi|pemasaran|2995149|revisi final total
BCH-0000585,surat_audit_202412_3581.doc,452255304,2024-07-31,server-arsip-medan,surat_audit_202412_3581|452255304|data arsip periode
BCH-0000189,surat_pemasaran_202402_8383.rar,412382116,2024-07-04,nas-lokal-03,surat_pemasaran_202402_8383|412382116|periode approved data
BCH-0000184,backup_hukum_202511_9525.jpeg,45301079,2024-03-09,cloud-storage-azure,backup_hukum_202511_9525|45301079|rekap arsip total
BCH-0000174,gambar_hukum_202509_4318.doc,2871203,2024-12-27,ftp-cabang,gambar_hukum_202509_4318|2871203|approved draft data
BCH-0000047,gambar_sdm_202509_2895.png,4978682,2024-06-06,server-arsip-medan,gambar_sdm_202509_2895|4978682|rekap draft periode
BCH-0000244,gambar_keuangan_202504_8148.png,479926,2024-09-23,server-arsip-makassar,gambar_keuangan_202504_8148|479926|revisi approved total
BCH-0000131,gambar_riset_202401_9776.csv,72075316,2024-01-01,server-arsip-makassar,gambar_riset_202401_9776|72075316|data rekap arsip
BCH-0000670,surat_manajemen_202401_1457.doc,498966047,2024-06-19,server-arsip-makassar,surat_manajemen_202401_1457|498966047|draft data rekap
BCH-0000167,dataset_riset_202509_4172.xlsx,222314,2024-08-11,nas-lokal-03,dataset_riset_202509_4172|222314|draft periode revisi
BCH-0000778,memo_manajemen_202510_2992.docx,4879359,2024-09-07,nas-lokal-04,memo_manajemen_202510_2992|4879359|periode rekap final
DUP-0000062,invoice_keuangan_202408_0920.docx,3663928,2022-01-20,server-arsip-surabaya,invoice|keuangan|3663928|pending approved draft
BCH-0000183,presentasi_logistik_202511_6836.xml,837174,2024-02-01,server-arsip-medan,presentasi_logistik_202511_6836|837174|arsip final approved
BCH-0000632,presentasi_manajemen_202406_1258.doc,21110923,2024-06-19,nas-lokal-04,presentasi_manajemen_202406_1258|21110923|periode approved pending
BCH-0000900,dataset_hukum_202505_5345.zip,490325,2024-04-20,nas-lokal-03,dataset_hukum_202505_5345|490325|approved arsip rekap
BCH-0000823,kontrak_teknologi_202502_1618.xls,454599195,2024-11-26,server-arsip-semarang,kontrak_teknologi_202502_1618|454599195|draft arsip revisi
BCH-0000026,gambar_hukum_202406_7122.doc,490734,2024-11-09,server-arsip-makassar,gambar_hukum_202406_7122|490734|draft arsip periode
BCH-0000724,memo_riset_202512_2717.zip,105596,2024-10-10,cloud-storage-azure,memo_riset_202512_2717|105596|final revisi total
BCH-0000257,memo_sdm_202503_5626.zip,15045457,2024-12-08,server-arsip-medan,memo_sdm_202503_5626|15045457|periode arsip draft
BCH-0000210,dataset_riset_202506_4053.xls,4883363,2024-06-11,nas-lokal-03,dataset_riset_202506_4053|4883363|rekap pending arsip
BCH-0000333,kontrak_sdm_202410_5955.xls,338755383,2024-02-21,server-arsip-medan,kontrak_sdm_202410_5955|338755383|arsip total draft
BCH-0000246,presentasi_operasional_202410_7487.xls,196782410,2024-07-12,nas-lokal-04,presentasi_operasional_202410_7487|196782410|data revisi approved
BCH-0000510,log_operasional_202502_1524.zip,152827207,2024-03-25,server-arsip-medan,log_operasional_202502_1524|152827207|pending arsip total
BCH-0000696,memo_operasional_202511_6555.docx,27755,2024-01-02,server-arsip-medan,memo_operasional_202511_6555|27755|final revisi total
BCH-0000160,log_hukum_202501_7863.txt,60017,2024-01-26,portal-upload-mobile,log_hukum_202501_7863|60017|total pending revisi
BCH-0000059,backup_operasional_202409_2817.json,7034792,2024-12-25,nas-lokal-03,backup_operasional_202409_2817|7034792|revisi periode rekap
BCH-0000746,surat_operasional_202404_2025.xml,796718,2024-08-06,server-arsip-medan,surat_operasional_202404_2025|796718|data total rekap
BCH-0000858,kontrak_riset_202412_7987.xls,475019,2024-03-09,nas-lokal-04,kontrak_riset_202412_7987|475019|approved data final
BCH-0000222,backup_operasional_202407_4148.json,277228,2024-12-09,server-arsip-semarang,backup_operasional_202407_4148|277228|pending final rekap
BCH-0000447,laporan_operasional_202502_9021.xml,9559302,2024-09-28,nas-lokal-03,laporan_operasional_202502_9021|9559302|data periode final
BCH-0000060,kontrak_riset_202405_4192.rar,197943,2024-07-24,server-arsip-semarang,kontrak_riset_202405_4192|197943|final draft periode
BCH-0000878,laporan_keuangan_202507_0247.png,370577,2024-03-13,nas-lokal-04,laporan_keuangan_202507_0247|370577|draft data total
BCH-0000116,memo_operasional_202403_9524.jpeg,181250,2024-10-19,nas-lokal-04,memo_operasional_202403_9524|181250|data revisi periode
BCH-0000267,memo_sdm_202503_8039.xlsx,223411,2024-05-11,nas-lokal-04,memo_sdm_202503_8039|223411|approved pending total
BCH-0000063,log_pemasaran_202412_1055.txt,339613,2024-05-06,ftp-cabang,log_pemasaran_202412_1055|339613|periode revisi approved
BCH-0000885,laporan_operasional_202406_8361.csv,4092125,2024-08-12,portal-upload-mobile,laporan_operasional_202406_8361|4092125|arsip approved rekap
BCH-0000591,presentasi_keuangan_202503_5424.zip,483355,2024-10-22,ftp-cabang,presentasi_keuangan_202503_5424|483355|data pending total
BCH-0000201,laporan_keuangan_202405_8976.png,474632,2024-11-21,server-arsip-makassar,laporan_keuangan_202405_8976|474632|periode approved arsip
BCH-0000503,surat_teknologi_202406_0177.doc,1563863,2024-10-11,cloud-storage-azure,surat_teknologi_202406_0177|1563863|revisi arsip pending
BCH-0000469,kontrak_pemasaran_202411_1429.jpg,305043,2024-05-12,nas-lokal-03,kontrak_pemasaran_202411_1429|305043|arsip rekap total
BCH-0000440,log_logistik_202506_6793.jpg,2655757,2024-02-15,portal-upload-mobile,log_logistik_202506_6793|2655757|draft periode rekap
BCH-0000297,memo_operasional_202508_4090.xlsx,4942203,2024-12-01,cloud-storage-azure,memo_operasional_202508_4090|4942203|revisi draft periode
BCH-0000744,log_pemasaran_202506_9584.json,265865,2024-08-31,portal-upload-mobile,log_pemasaran_202506_9584|265865|revisi total rekap
BCH-0000037,invoice_manajemen_202512_8030.xls,322138,2024-02-13,server-arsip-medan,invoice_manajemen_202512_8030|322138|rekap total periode
